"model"|"type"|"name"|"Published"|"Fetaured"|"Visibility"|"Short_description"|"Description"|"price"|"image"|"Color"|"Dimension1"|"Dimension2"|"Dimension3"|"dim1"|"dim2"|"dim3"|"Material"|"Categories"|"Tags"
"202-000083"|"simple"|"Παιδικό φωτιστικό επιτραπέζιο"|1|0|"visible"||"Το παιδικό φωτιστικό PWL-1099 του pakoworld είναι κατασκευασμένο από πολυπροπυλένιο και ύφασμα PVC, με σχέδιο ζώων σε αποχρώσεις λευκού, γκρι και καφέ. Διαθέτει διάμετρο 24 εκ και ύψος 32 εκ, προσφέροντας έναν ζεστό και παιχνιδιάρικο φωτισμό για το παιδικό δωμάτιο. Υποστηρίζει λαμπτήρα τύπου Ε27 (δεν περιλαμβάνεται)."|"17.6"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/202-000083-1.jpg"|"λευκό-γκρι-καφέ"|"24.0"|"32.0"|||||"ύφασμα"|"Υπνοδωμάτιο, Κήπος"|"παιδικό, φωτισμός, ζώα, παιχνιδιάρικο, διακόσμηση, σχέδιο"
"202-000082"|"simple"|"Παιδικό φωτιστικό επιτραπέζιο"|1|0|"visible"||"Το παιδικό φωτιστικό PWL-1099 του Pakoworld είναι μια διαχρονική επιλογή για κάθε παιδικό δωμάτιο. Κατασκευασμένο από ανθεκτικό πολυπροπυλένιο και ύφασμα PVC, διαθέτει το σχέδιο ""Good Night"" με αστεία και φεγγάρια σε αποχρώσεις του γκρι και του λευκού. Διαθέτει βιδωτή υποδοχή για λαμπτήρα Ε27. Διαστάσεις: 24x24x32 εκ."|"17.6"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/202-000082-1.jpg"|"λευκό-γκρι"|"24.0"|"32.0"|||||"ύφασμα"|"Υπνοδωμάτιο, Κήπος"|"παιδικό, διακόσμηση, σχέδιο, χαλάρωση, φωτισμός, παιδικό δωμάτιο"
"202-000081"|"simple"|"Παιδικό φωτιστικό οροφής"|1|0|"visible"||"Το παιδικό φωτιστικό οροφής PWL-1098 Pakoworld είναι κατασκευασμένο από ανθεκτικό ύφασμα PVC με σχέδια φεγγαριών και αστεριών σε αποχρώσεις του γκρι και του λευκού. Διαθέτει διάμετρο 28 εκ και συνολικό ύψος 70 εκ, προσθέτοντας μια ζεστή και παιχνιδιάρικη ατμόσφαιρα στο παιδικό δωμάτιο. Εξοπλίζεται με βιδωτή υποδοχή Ε27 για λαμπτήρα (δεν συμπεριλαμβάνεται)."|"16.5"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/202-000081-1.jpg"|"λευκό-γκρι"|"28.0"|"20.0"|||||"ύφασμα"|"Υπνοδωμάτιο, Κήπος"|"Ονειρικό, Παιδικό, Αστρονομικό, Ζεστό, Απαλό, Διακοσμητικό"
"202-000080"|"simple"|"Παιδικό φωτιστικό οροφής"|1|0|"visible"||"Το παιδικό φωτιστικό οροφής PWL-1097 Pakoworld, διαθέτει καπέλο από ανθεκτικό ύφασμα με σχέδιο “Good Night” σε αποχρώσεις του λευκού, του γκρι και του πορτοκαλί.  Ο σχεδιασμός του επιτρέπει την εκπληκτική διασπορά του φωτός. Έχει διάμετρο 30εκ και ύψος 70εκ, κατασκευασμένο με ανθεκτικό ύφασμα για ζεστή ατμόσφαιρα στο παιδικό δωμάτιο.  Διαθέτει υποδοχή για λαμπτήρα E27 (δεν συμπεριλαμβάνεται)."|"16.5"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/202-000080-1.jpg"|"λευκό-γκρι-πορτοκαλί"|"30.0"|"20.0"|||||"ύφασμα"|"Υπνοδωμάτιο, Κουζίνα"|"Αντίχρηση, παιδικός χώρος, ζεστή ατμόσφαιρα, διασπορά φωτός, σχέδιο, νυκτός"
"202-000079"|"simple"|"Παιδικό φωτιστικό οροφής"|1|0|"visible"||"Το παιδικό φωτιστικό PWL-1096 από το Pakoworld, σε λευκο-γκρι-κεραμιδί χρώματα, θα προσθέσει μια ζεστή και παιχνιδιάρικη ατμόσφαιρα στο δωμάτιο του παιδιού σας. Κατασκευασμένο από ανθεκτικό ύφασμα, διαθέτει σχέδιο με ζώα και έναν λαμπτήρα Ε27 (δεν συμπεριλαμβάνεται). Διαστάσεις: 30x30x70 εκ."|"16.5"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/202-000079-1.jpg"|"λευκό-γκρι-καφέ"|"30.0"|"20.0"|||||"ύφασμα"|"Υπνοδωμάτιο, Κήπος"|"Παιδικό, Ζεστό, Παιχνιδιάρικο, Ζωικά, Ατμοσφαιρικό, Διακοσμητικό"
"202-000078"|"simple"|"Παιδικό φωτιστικό οροφής"|1|0|"visible"||"Το φωτιστικό οροφής PWL-1096 διαθέτει καπέλο κατασκευασμένο από ειδικό ύφασμα PVC, σε χρωματική παλέτα λευκού και κεραμιδί με σχέδιο ζώων. Έχει διαστάσεις 30x30x70 εκ. και φέρει μία υποδοχή για λαμπτήρα E27 (δεν περιλαμβάνεται). Ιδανικό για τη δημιουργία ζεστής ατμόσφαιρας."|"16.5"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/202-000078-1.jpg"|"λευκό-κεραμιδί"|"30.0"|"20.0"|||||"ύφασμα"|"Γραφείο, Σαλόνι"|"Ζεστή ατμόσφαιρα, Ζωογραφικό σχέδιο, Διακοσμητικό φωτιστικό, Αφηρημένο, Εντύπωση, Ατμοσφαιρικός"
"202-000077"|"simple"|"Παιδικό φωτιστικό οροφής"|1|0|"visible"||"Αυτό το παιδικό φωτιστικό οροφής PWL-1096 από το Pakoworld διαθέτει σχέδιο “Good Night” με ζώα σε γκρι και λευκό. Κατασκευάζεται από ανθεκτικό ύφασμα PVC, ιδανικό για παιδικά δωμάτια. Διαθέτει ένα καπάκι ύψους 70 εκ. και διάμετρο 30 εκ.  Περιλαμβάνει έναν βύθισμα για λαμπτήρα Ε27 (δεν συμπεριλαμβάνεται)."|"16.5"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/202-000077-1.jpg"|"λευκό-γκρι"|"30.0"|"20.0"|||||"ύφασμα"|"Υπνοδωμάτιο, Κουζίνα"|"Ανταγωνιστικό, παιδικό, ζώα, γλυκό, χαρούμενο, διακόσμηση"
"202-000076"|"simple"|"Παιδικό φωτιστικό οροφής"|1|0|"visible"||"Το παιδικό φωτιστικό οροφής PWL-1095 pakoworld είναι κατασκευασμένο από ειδικό ύφασμα PVC, σε γκρι και λευκό χρώματα. Διαθέτει σχεδιασμό καπέλου που διαχέει το φως, ιδανικό για να δημιουργήσετε μια ζεστή ατμόσφαιρα στο παιδικό δωμάτιο. Έχει διαστάσεις 24x24x70 εκ (ΜxΠxΥ) και περιέχει μια βάση για λαμπτήρα Ε27."|"18.5"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg"|"γκρι-λευκό"|"24.0"|"20.0"|||||"ύφασμα"|"Υπνοδωμάτιο, Κουζίνα"|"Παιδικό, Φωτισμός, Ατμόσφαιρα, Σχεδιασμός, Λειτουργικό, Διακόσμηση"
"202-000075"|"simple"|"Παιδικό φωτιστικό οροφής"|1|0|"visible"||"Το παιδικό φωτιστικό οροφής PWL-1094 pakoworld είναι κατασκευασμένο από ειδικό ύφασμα PVC, σε γκρι και λευκό σχέδιο με ζώα. Διαθέτει ύψος 70 εκ και καπέλο 20 εκ, δημιουργώντας μια ζεστή ατμόσφαιρα. Η βάση του είναι κατάλληλη για λαμπτήρα Ε27 (δεν περιλαμβάνεται). Ένα κομψό φωτιστικό για κάθε παιδικό δωμάτιο."|"18.5"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg"|"λευκό-γκρι"|"24.0"|"20.0"|||||"ύφασμα"|"Υπνοδωμάτιο, Κήπος"|"Παιδικό, Οροφής, Ζωά, Ατμόσφαιρα, Κομψό, Διακόσμηση"
"202-000070"|"simple"|"Φωτιστικό οροφής"|1|0|"visible"||"Το φωτιστικό οροφής PWL-1091 της Pakoworld, σε χρώμα σιελ, διαθέτει καπάκι κατασκευασμένο από ειδικό ύφασμα PVC. Έχει διαστάσεις 38x38x70 εκ (ΜxΠxΥ) και φέρει υποδοχή για λαμπτήρα E27 (δεν συμπεριλαμβάνεται).  Είναι ιδανικό για να προσθέσετε μια αισθητική πινελιά στο χώρο σας."|"16.5"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg"|"σιέλ"|"38.0"|"21.0"|||||"ύφασμα"|"Φωτιστικά, Χώρος Ζωής"|"Αισθητική, Διακόσμηση, Φωτισμός, Σύγχρονο, Απαλό, Δωμάτιο"
"202-000069"|"simple"|"Φωτιστικό οροφής PWL-1091 Ε"|1|0|"visible"||"Αυτό το φωτιστικό οροφής συνδυάζει κλασικό και σύγχρονο design. Κατασκευάζεται από ανθεκτικό PVC ύφασμα και ασημί χρωματιστό ύφασμα καπέλου, ιδανικό για φωτισμό. Διαθέτει μέγεθος 38x38x70 εκ. και υποστηρίζει λαμπτήρα E27 (δεν περιλαμβάνεται). Ένα φωτιστικό για να προσθέσετε κομψότητα στον χώρο σας."|"16.5"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/202-000069-1.jpg"|"γκρι"|"27.0"|"38.0"|"21.0"||||"ύφασμα"|"Γραφείο, Σαλόνι"|"Κλασικός φωτισμός, Σύγχρονο design, Κομψότητα, Εσωτερικός φωτισμός, Διακόσμηση, Οροφή"
"202-000068"|"simple"|"Φωτιστικό οροφής PWL-1091"|1|0|"visible"||"Αυτό το κομψό φωτιστικό οροφής, κατασκευασμένο από ανθεκτικό PVC και ύφασμα, προσθέτει μια μοντέρνα πινελιά στον χώρο σας. Διαθέτει μήκος 38 εκ., πλάτος 38 εκ. και συνολικό ύψος 70 εκ., ενώ η ρύθμιση ύψους του επιτρέπει προσαρμογή στις ανάγκες σας. Ιδανικό για φωτισμό, αποτελεί ένα διαχρονικό κομμάτι φωτισμού."|"16.5"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg"|"μαύρο"|"38.0"|"21.0"|||||"ύφασμα"|"Γραφείο, Σαλόνι"|"Μοντέρνο, Διαχρονικό, Φωτισμός, Αισθητική, Ρύθμιση, Απαλό"
"202-000067"|"simple"|"Φωτιστικό οροφής PWL-1091"|1|0|"visible"||"Αυτό το φωτιστικό οροφής, κατασκευασμένο από ανθεκτικό PVC και ύφασμα, συνδυάζει κλασικό και σύγχρονο design. Διαθέτει καπέλο που διαχέει το φως και ρυθμιζόμενο ύψος για προσαρμογή. Ιδανικό για κάθε χώρο, παραδίδεται σε εργοστασιακή συσκευασία."|"16.5"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg"|"λευκό-χρυσό"|"38.0"|"21.0"|||||"ύφασμα"|"Γραφείο, Σαλόνι"|"Αρχιτεκτονικός φωτισμός, Μοντέρνος σχεδιασμός, Διακριτικό, Ρυθμιζόμενος, Φαίνεται πολυτελής, Ευέλικτος"
"202-000066"|"simple"|"Φωτιστικό οροφής PWL-1091"|1|0|"visible"||"Αυτό το φωτιστικό οροφής, κατασκευασμένο από ανθεκτικό PVC και ύφασμα, συνδυάζει κλασικό και σύγχρονο design. Διαθέτει μήκος 38 εκ., πλάτος 38 εκ. και ύψος καπέλου 21 εκ., με συνολικό ύψος 70 εκ. Ιδανικό για κάθε χώρο. Παραδίδεται έτοιμο για χρήση."|"16.5"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/202-000066-1.jpg"|"μπεζ"|"38.0"|"21.0"|||||"ύφασμα"|"Γραφείο, Σαλόνι"|"Αισθητικό φωτισμό, Μοντέρνο design, Κλασικός χαρακτήρας, Ευέλικτη χρήση, Απλότητα, Εύκολη εγκατάσταση"
"202-000063"|"simple"|"Φωτιστικό οροφής PWL-1089"|1|0|"visible"||"Φωτιστικό οροφής PWL-1089: Ένα κομψό φωτιστικό με περίβλημα από PVC και ύφασμα, ιδανικό για να προσθέσετε μια αίσθηση σχεδιασμού στον χώρο σας. Κατασκευασμένο από ανθεκτικό PVC και ύφασμα, με διάμετρο 30 εκ. και συνολικό ύψος 70 εκ. (Φ30x70εκ.).  Ιδανικό για χρήση με λάμπτη Ε27 40W (δεν περιλαμβάνεται)."|"16.9"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/202-000063-1.jpg"|"εκρού-χρυσό"|"30.0"|"20.0"|||||"ύφασμα"|"Γραφείο, Σαλόνι"|"Σύγχρονο, Αισθητικό, Απαλό, Διακριτικό, Εσωτερικός Χώρος, Φωτισμός"
"202-000061"|"simple"|"Φωτιστικό οροφής PWL-1089"|1|0|"visible"||"Αυτό το φωτιστικό οροφής PWL-1089 σε χρώμα λευκό-χρυσό, διαθέτει κατασκευή από ανθεκτικό PVC και ύφασμα, ιδανικό για φωτισμό. Έχει διαστάσεις 30x70 εκ. και υποστηρίζει λαμπτήρα Ε27 40W (δεν περιλαμβάνεται). Εντυπωσιακός σχεδιασμός που διαχέει το φως ενώ προσφέρει ανθεκτικότητα και ευελιξία."|"16.9"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg"|"εκρού-κρεμ-χρυσό"|"30.0"|"20.0"|||||"ύφασμα"|"Γραφείο, Σαλόνι"|"Λειτουργικός φωτισμός, Απλό σχέδιο, Ενσωμάτωση, Αισθητική, Ρομαντικός φωτισμός, Συνδυασμός"
"202-000058"|"simple"|"Φωτιστικό οροφής"|1|0|"visible"||"Αυτό το φωτιστικό οροφής PWL-1087 από την Pakoworld συνδυάζει κλασικό και σύγχρονο design. Κατασκευασμένο από ανθεκτικό PVC και ύφασμα, προσφέρει κομψή διακόσμηση. Διαστάσεις: 30x30 εκ (μήκος x πλάτος) με συνολικό ύψος 70 εκ.  Είναι έτοιμο για χρήση και διαθέτει υποδοχή για λαμπτήρα Ε27 (40W)."|"15.5"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg"|"λευκό-γκρι"|"30.0"|"20.0"|||||"ύφασμα"|"Φωτιστικά, Διακόσμηση"|"Μοντέρνο, Διακόσμηση, Αρχοντικό, Σύγχρονο, Αρχιτεκτονικό, Φωτισμός"
"202-000057"|"simple"|"Φωτιστικό οροφής PWL-1087"|1|0|"visible"||"Αυτό το φωτιστικό οροφής PWL-1087 από Pakoworld συνδυάζει κλασικό και μοντέρνο design. Κατασκευάζεται από ανθεκτικό PVC και ύφασμα, προσφέροντας ασφάλεια και αισθητική. Διαθέτει διαστάσεις 30x30εκ (Μήκος x Πλάτος) και συνολικό ύψος 70εκ, ιδανικό για κάθε διακόσμηση. Με υποδοχή για λαμπτήρα Ε27 (40W)."|"15.5"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/202-000057-1.jpg"|"μπεζ χρυσό-εκρού"|"30.0"|"20.0"|||||"ύφασμα"|"Γραφείο, Σαλόνι"|"Σύγχρονο, Διακόσμηση, Κλασικός, Λειτουργικό, Αισθητικό, Ενσωματωμένο"
"202-000048"|"simple"|"Φωτιστικό δαπέδου PWL-1082"|1|0|"visible"||"Το φωτιστικό δαπέδου PWL-1082 από την Pakoworld διαθέτει βάση από MDF και μεταλλικό σκελετό για ανθεκτικότητα. Έχει καπάκι από ειδικό ύφασμα που διαχέει το φως άψογα. Διατίθεται σε χρώμα μπεζ-μαύρο-καρυδί με διαστάσεις 36x36x145 εκ και υποστηρίζει λαμπτήρα τύπου Ε27 (δεν περιλαμβάνεται)."|"39.9"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg"|"μπεζ-μαύρο-καρυδί"|"36.0"|"145.0"|||||"MDF, ύφασμα"|"Γραφείο, Σαλόνι"|"Αναγόηση, Μοντέρνο, Αισθητική, Οικιακό Διάκοσμος, Διάφανο Φως, Σύγχρονο"
"202-000047"|"simple"|"Φωτιστικό δαπέδου Lumino"|1|0|"visible"||"Το φωτιστικό δαπέδου Lumino Pakoworld είναι μια κομψή επιλογή για κάθε σπίτι. Κατασκευασμένο από MDF σκελετό και καπέλο από ειδικό ύφασμα, προσφέρει εκπληκτική διασπορά φωτός. Διαθέτει μήκος 38 εκ, πλάτος 38 εκ και ύψος 150 εκ. Διατίθεται σε χρώμα μαύρο-καρυδί και περιλαμβάνει βιδωτή βάση E27 (λαμπτήρας δεν συμπεριλαμβάνεται)."|"44.9"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/202-000047-1.jpg"|"καρυδί"|"38.0"|"150.0"|||||"MDF, ύφασμα"|"Γραφείο, Σαλόνι"|"μοντέρνος σχεδιασμός, φωτισμός δαπέδου, αισθητική, οικιακό φωτισμό, διακριτικός, κομψός"
"202-000046"|"simple"|"Επιτραπέζιο φωτιστικό"|1|0|"visible"||"Το επιτραπέζιο φωτιστικό PWL-1080 Pakoworld σε χρώμα λευκό-χρυσό διαθέτει μεταλλικό σκελετό και καπέλο από ειδικό ύφασμα, ιδανικό για κάθε χώρο. Διαθέτει υποδοχή για λαμπτήρα E27 (δεν περιλαμβάνεται).  Οι διαστάσεις του είναι 22x22x37 εκ."|"21.5"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/202-000046-1.jpg"|"λευκό-χρυσό"|"22.0"|"22.0"|"37.0"||||"ύφασμα"|"Γραφείο, Σαλόνι"|"Αρχοντικό, Μοντέρνο, Διακόσμηση, Κλασικό, Επίπεδο, Λειτουργικό"
"202-000045"|"simple"|"Επιτραπέζιο φωτιστικό"|1|0|"visible"||"Το επιτραπέζιο φωτιστικό PWL-1079 Pakoworld σε μαύρο χρώμα διαθέτει μεταλλικό σκελετό και καπέλο από ειδικό ύφασμα.  Έχει διαστάσεις 24x24x41 εκ και περιέχει θήκη για λαμπτήρα E27 (δεν συμπεριλαμβάνεται). Ένας κομψός συνδυασμός κλασικού και μοντέρνου σχεδιασμού, ιδανικός για κάθε χώρο."|"21.5"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/202-000045-1.jpg"|"μαύρο"|"24.0"|"41.0"|||||"ύφασμα"|"Γραφείο, Σαλόνι"|"Κλασικός σχεδιασμός, Μοντέρνο, Επιτραπέζιος φωτισμός, Κομψός, Αισθητική, Διακόσμηση"
"202-000043"|"simple"|"Επιτραπέζιο φωτιστικό"|1|0|"visible"||"Το επιτραπέζιο φωτιστικό PWL-1077 του Pakoworld είναι μια κομψή προσθήκη σε κάθε χώρο. Κατασκευασμένο από μεταλλικό σκελετό και καπέλο από ύφασμα και PVC σε antique-λευκό χρώμα, διαθέτει διάμετρο 24 εκ και ύψος 35 εκ. Διαθέτει υποδοχή για λαμπτήρα E27 (δεν συμπεριλαμβάνεται). Εξασφαλίζει ομοιόμορφη διασπορά του φωτός."|"15.2"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg"|"εκρού"|"24.0"|"35.0"|||||"ύφασμα"|"Γραφείο, Σαλόνι"|"Μοντέρνος φωτισμός, Αισθητική, Ομοιόμορφη διασπορά, Διακόσμηση, Επίπεδος φωτισμός, Αρχιτεκτονικός φωτισμός"
"202-000042"|"simple"|"Επιτραπέζιο φωτιστικό"|1|0|"visible"||"Το επιτραπέζιο φωτιστικό PWL-1077 Pakoworld σε χρώμα ανθρακί antique-μαύρο, διαθέτει μεταλλικό σκελετό και καπέλο από ύφασμα και PVC. Με διαστάσεις 24x24x35 εκ, προσφέρει εκπληκτική διασπορά φωτός.  Εξοπλισμένο με βιδωτό βύσμα E27 (δεν περιλαμβάνεται), αυτό το φωτιστικό θα εντυπωσιάσει στον κάθε χώρο."|"15.2"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg"|"ανθρακί-μαύρο"|"24.0"|"35.0"|||||"ύφασμα"|"Γραφείο, Σαλόνι"|"Αναλογισμός, Αισθητική, Μοντέρνος, Σύγχρονος, Εντυπωσιακός, Διακριτικός"
"202-000041"|"simple"|"Επιτραπέζιο φωτιστικό"|1|0|"visible"||"Το επιτραπέζιο φωτιστικό PWL-1076 Pakoworld είναι μια κομψή προσθήκη στον χώρο σας. Κατασκευασμένο από μεταλλικό σκελετό και καπέλο από ύφασμα και PVC, διαθέτει διαχρονικό σχεδιασμό. Το καπέλο διαχέει το φως αποτελεσματικά, ενώ η χρωματική απόχρωση είναι ανθρακί-μαύρο. Διαστάσεις: 24x24x35 εκ."|"15.2"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/202-000041-1.jpg"|"ανθρακί-μαύρο"|"24.0"|"35.0"|||||"ύφασμα"|"Γραφείο, Σαλόνι"|"Σύγχρονος, Διαχρονικός, Ενεργειακός, Αισθητικός, Αρχιτεκτονικός, Λειτουργικός"
"202-000038"|"simple"|"Επιτραπέζιο φωτιστικό"|1|0|"visible"||"Το επιτραπέζιο φωτιστικό PWL-1074 Pakoworld είναι μια κομψή προσθήκη σε κάθε χώρο. Κατασκευάζεται από μεταλλικό σκελετό, καπέλο από ύφασμα και PVC, διαθέσιμο σε ροζ-χρυσό χρώμα (Φ22x37εκ). Ιδανικό για παιδικά δωμάτια, προσφέρει εκπληκτική διασπορά φωτός και διαρκεί στον χρόνο. Περιλαμβάνει υποδοχή για λαμπτήρα τύπου Ε27."|"14.9"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg"|"ροζ-χρυσό"|"22.0"|"37.0"|||||"ύφασμα"|"Γραφείο, Σαλόνι"|"Μοντέρνος σχεδιασμός, Λειτουργικό φωτισμό, Διακόσμηση, Παιδική χαρά, Κλασικός, Αρχιτεκτονικός"
"202-000036"|"simple"|"Επιτραπέζιο φωτιστικό"|1|0|"visible"||"Το επιτραπέζιο φωτιστικό PWL-1074 pakoworld είναι μια κομψή προσθήκη για κάθε χώρο. Κατασκευασμένο από μεταλλικό σκελετό και καπέλο από ύφασμα και PVC, προσφέρει αντοχή και διαχέει το φως με εκπληκτικό τρόπο. Διαθέσιμο σε χρώμα μπεζ-χρυσό, με διαστάσεις 22x22x37 εκ, και υποστηρίζει λαμπτήρα τύπου E27 (δεν περιλαμβάνεται)."|"14.9"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/202-000036-1.jpg, https://www.pakoworld.com/image/catalog/products/202-000036-2.jpg"|"μπεζ-χρυσό"|"22.0"|"37.0"|||||"ύφασμα"|"Γραφείο, Σαλόνι"|"Μοντέρνος, Διακόσμηση, Αισθητική, Κομψότητα, Οικιακό, Διάχυση φωτός"
"202-000035"|"simple"|"Επιτραπέζιο φωτιστικό"|1|0|"visible"||"Το επιτραπέζιο φωτιστικό PWL-1074 Pakoworld είναι μια κομψή προσθήκη στον χώρο σας. Ο σκελετός του είναι κατασκευασμένος από ανθεκτικό μέταλλο, ενώ το καπέλο του συνδυάζει ύφασμα και PVC για άψογη διασπορά φωτός. Διαθέσιμο σε εκρού-χρυσό χρώμα, με διαστάσεις 22x22x37 εκ και υποδοχή για λαμπτήρα E27."|"14.9"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg"|"εκρού-χρυσό"|"22.0"|"37.0"|||||"μέταλλο, PVC, ύφασμα"|"Γραφείο, Σαλόνι"|"Σύγχρονος σχεδιασμός, Διακριτικό φως, Εντυπωσιακή παρουσία, Αισθητική, Επίπεδος φωτισμός, Σπιτικός φωτισμός"
"202-000033"|"simple"|"Επιτραπέζιο φωτιστικό"|1|0|"visible"||"Το φωτιστικό PWL-1071 προσδίδει αισθητική στον χώρο σας. Διαθέτει σκελετό από ξύλο ποιότητας και καπέλο από ανθεκτικό ύφασμα, με χρωματική απόχρωση εκρού-φυσικό. Εξοπλισμένο με βιδωτό στήριγμα για λαμπτήρα Ε27 (δεν περιλαμβάνεται), διαθέτει διαστάσεις 22x22x32 εκ."|"11.9"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/202-000033-1.jpg"|"εκρού"|"22.0"|"32.0"|||||"ύφασμα, ξύλο"|"Γραφείο, Σαλόνι"|"Ατμοσφαιρικός φωτισμός, Μοντέρνο σχέδιο, Διακοσμητικό φωτιστικό, Φυσική αισθητική, Απλότητα, Ρετρό έμπνευση"
"202-000031"|"simple"|"Επιτραπέζιο φωτιστικό"|1|0|"visible"||"Το επιτραπέζιο φωτιστικό PWL-1071 του Pakoworld διαθέτει ξύλινο σκελετό και καπέλο από ειδικό ύφασμα σε απαλό χρώμα μπεζ-καρυδί. Έχει διαστάσεις 22x22x32 εκ και υποστηρίζει έναν λαμπτήρα τύπου E27 (δεν περιλαμβάνεται). Ιδανικό για να προσθέσετε κομψότητα στον χώρο σας."|"11.9"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/202-000031-1.jpg"|"εκρού-καρυδί"|"22.0"|"32.0"|||||"ύφασμα"|"Γραφείο, Σαλόνι"|"Μοντέρνος, Απαλό, Κομψότητα, Επιτραπέζιος φωτισμός, Αισθητική, Διακόσμηση"
"202-000030"|"simple"|"Επιτραπέζιο φωτιστικό"|1|0|"visible"||"Το επιτραπέζιο φωτιστικό PWL-1071 Pakoworld είναι μια κομψή προσθήκη στον χώρο σας. Κατασκευάζεται από ξύλο ανθεκτικό στο χρόνο και διαθέτει καπέλο από ύφασμα για άψογη διασπορά φωτός. Διατίθεται σε χρώμα μπεζ καφέ-καρυδί και έχει διαστάσεις 22x22x32 εκ. Συμπεριλαμβάνει υποδοχή για λαμπτήρα E27 (δεν περιλαμβάνεται)."|"11.9"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/202-000030-1.jpg, https://www.pakoworld.com/image/catalog/products/202-000030-2.jpg"|"μπεζ καφέ-καρυδί"|"22.0"|"32.0"|||||"ύφασμα, ξύλο"|"Γραφείο, Σαλόνι"|"Μοντέρνο, Κλασικό, Απαλό, Χειροτεχνικό, Επιτραπέζιο, Διακόσμηση"
"202-000029"|"simple"|"Επιτραπέζιο φωτιστικό"|1|0|"visible"||"Το επιτραπέζιο φωτιστικό PWL-1071 Pakoworld είναι ένα κομψό φωτιστικό για κάθε χώρο. Ο σκελετός του είναι κατασκευασμένος από ξύλο, ενώ το καπέλο του είναι φτιαγμένο από ειδικό ύφασμα. Διαθέτει υποδοχή E27 για λαμπτήρα (δεν περιλαμβάνεται) και διατίθεται σε χρώμα μαύρο-καρυδί. Διαστάσεις: 22x22x32 εκ."|"11.9"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/202-000029-1.jpg"|"μαύρο-καρυδί"|"22.0"|"32.0"|||||"ύφασμα, ξύλο"|"Γραφείο, Σαλόνι"|"Αρχοντικό, Μοντέρνο, Κλασικό, Διακόσμητικό, Επιτραπέζιο, Σύγχρονο"
